Phosphosite,3.00,3.00,3.00,3.00,9.00,9.00,9.00,9.00,15.00,15.00,15.00,15.00,21.00,21.00,21.00,21.00
A1IGU4_S15___1,10186.24075,13616.14208,16302.86467,12701.42413,7496.054899,8242.826977,12868.21869,18930.00511,10869.1639,8401.006501,18229.64156,22310.03416,9374.864107,10828.47427,21968.44485,16331.71965
A2A5R2_S227___1,777752.7497,698759.8551,732135.0614,745317.3346,615239.7936,584591.0436,629049.6335,815929.8554,729622.8166,477457.4579,819139.1224,810044.4441,713955.0725,651373.9898,1026856.054,976864.6024
A2A5R2_S1535___1,64978.60344,78618.47182,73105.095,87670.89538,64479.66006,66683.05351,69342.94619,72115.74173,91114.71974,78886.15167,81594.20286,83718.91169,97829.88191,88515.8878,100689.8159,88926.27583
A2A5R2_S1518___1,443749.5402,534373.0173,498467.1036,535881.5571,589764.9664,441219.2229,588651.5955,500439.6763,485292.7042,244788.3954,519901.1895,344914.4029,517540.8489,379508.9193,348412.0164,163224.069
A2A5R2_S1521___1,17051.61119,14534.37235,15143.45174,20796.50974,16226.79293,16122.76371,20069.47543,17770.8541,18579.89759,11602.92045,18972.4653,12029.98237,21698.68394,18561.14504,13116.21504,9258.319099
A2A5R2_S356___1,68551.50071,66548.16002,60225.74954,70502.43172,62290.78282,69378.50619,50117.1519,65738.60548,72424.76332,66634.72645,61546.23713,78041.99239,67312.73798,73406.68689,86746.75373,121399.0455
A2A6A1_S648___1,25714.14789,24436.73413,20884.19909,23531.89959,24348.51797,32465.40538,19144.94109,26018.48889,26470.96556,40114.92828,27397.21907,25656.87223,47792.16843,35146.86589,23605.78866,23045.95193
A2A6A1_S735___1,17197.57931,28031.1021,19782.56627,22354.72482,25245.35615,28515.05535,19773.62228,24169.31328,29800.57776,49608.58331,28255.22091,25252.82489,40779.20862,32523.16545,24004.23146,23031.46246
A2AAE1_S4666___1,66928.03216,71870.61145,54828.51026,73817.68357,47820.16191,44336.8224,77390.11622,60227.16056,47172.7908,43707.83424,42785.47865,62280.29822,49100.21353,36562.68251,59371.44867,80009.07144
A2AAE1_S2755___1,218787.6953,217139.1097,128502.386,158230.8586,168292.5018,157504.3093,173301.2312,123232.3472,136934.6778,168131.5392,103002.0712,150612.2506,202776.4891,161686.8472,159852.0938,191576.5914
A2ADY9_S121___1,452501.6407,408167.4985,498586.2311,455300.7389,413042.6012,471062.8712,457965.2691,481093.0825,464081.7865,393995.6197,425496.6614,447205.7871,511871.5956,601892.7257,422438.6255,483934.577
A2AIV2_S1578___1,191388.4936,157924.6472,162466.5351,165484.3236,173022.7901,174681.1558,287903.8942,211609.8423,162637.1821,142216.13,189635.3823,193166.5214,176854.3462,155377.0142,191617.5702,185739.1026
A2AIV2_S138___1,350942.6802,319831.8196,268904.1314,284215.5153,323580.4629,321375.7909,443810.5857,330351.0738,303723.3727,288186.9035,269259.6022,285682.62,351451.7128,294241.911,264298.3747,330663.7232
A2AJ15_S102___1,1055522.666,1335320.192,1478901.211,1302351.215,1700387.175,1493053.046,1473581.808,1299910.428,997922.7474,1132317.418,1350692.337,1160942.875,1023009.185,948260.2057,842874.5919,707613.9102
A2AJ88_S1256___1,115630.9256,125057.2524,121230.3786,163537.4748,146775.281,181314.9525,155697.9719,143557.6165,159907.9408,163036.9478,124706.277,114414.4626,137145.0872,135290.7807,140505.5822,127628.015
A2AJ88_S341___1,147756.8766,139209.4007,211451.2982,209313.6615,135240.8193,175717.9652,221180.2441,194247.9433,167417.8337,76374.61793,235796.5977,165429.2497,124327.8216,115896.9046,223185.5168,132907.4411
A2AJ88_S384___1,95715.84389,77259.9172,116044.1368,116563.2196,81980.46422,121029.0889,123967.7879,109261.1903,81745.08851,45752.54328,127223.2008,106413.7119,79235.79056,65726.48788,106024.0342,98464.63636
A2AJI0_S78___1,146770.1192,184768.1869,120691.7331,138874.4988,196310.6888,137086.2913,143583.9042,107003.814,146636.1322,193662.3169,110418.3882,92329.08122,144391.4011,167808.2991,125631.8886,107964.5265
A2ALU4_S236___1,118552.6849,125018.6593,134517.3392,117731.2844,146579.1025,155480.9638,155536.3296,120547.3959,98771.63166,96049.38068,120610.4843,114145.3176,133518.5965,122274.5337,115219.8115,118829.6954
A2ALU4_S1165___1,88741.85436,108284.2367,85247.43131,79882.58305,76452.35657,69881.82294,100950.7675,83619.27626,93537.76627,77307.12534,97083.32618,79554.43257,83411.64888,74082.71984,70928.59326,71822.54631
A2ALU4_S394___1,25367.19507,40508.55767,26138.9033,25030.50956,30878.87519,26392.76316,27569.5305,25377.03717,26209.30419,28952.12089,25290.36547,20381.12986,21514.97333,21080.44446,18773.85539,16172.015
A2ALU4_S318___1,281756.2944,308910.5158,225632.1756,231156.6958,318061.8056,330888.5865,545550.6052,230123.6324,325407.1138,331886.6565,195293.5416,231093.2139,300587.8856,305143.5249,190675.2746,245618.043
A2ALU4_S935___1,580516.6367,703094.9539,613697.1177,559507.786,663741.3144,632149.4387,817353.1329,693509.6897,516441.3048,908209.7979,575559.6928,593066.4888,615530.2771,510488.1446,524781.1611,570737.5625
A2AN08_S178___1,236555.8898,199001.3167,179739.0658,211019.0315,224729.637,238548.7731,250296.6326,237732.7065,190017.138,267382.0843,195601.3546,181806.1376,218794.931,226087.4588,179545.6514,214987.0524
A2APT9_S350___1,27100.51152,19401.50088,18231.51197,21765.31006,21201.46144,25196.16722,19547.23673,14919.76144,24879.99084,23457.7364,23112.34816,16856.30244,25450.81442,22299.0232,16393.87272,20491.52408
A2APT9_S361___1,438764.0035,611297.3977,395210.6758,498936.1276,536324.641,483752.0003,526685.9449,425910.4649,494141.5922,659403.3298,398540.6491,341386.1855,606868.3579,532556.93,309007.6662,329645.7415
A2AQ07_S435___1,4817089.909,4480732.25,3647809.055,4015328.721,4483473.395,4502057.983,4377802.546,4012497.973,4672074.368,4905566.555,3832328.608,3724883.742,4034034.251,4709023.755,4032746.442,4488704.061
A2AR02_S395___1,126430.4105,222194.7921,189266.5912,216017.2782,174255.9462,180492.318,217654.8704,302722.2172,206705.5159,289442.1505,180654.0297,197708.8711,266952.413,271817.9579,206170.7843,227308.7149
A2ASS6_S10281___1,7518479.008,9000937.432,3194357.231,7514472.111,10041282.43,10065944.26,4708747.316,5350108.408,8609751.01,8323489.937,5790522.422,5221651.47,5581722.988,10058432.92,6199613.592,7019467.679
A2ASS6_S2080___1,820841.3311,1026522.034,1596370.688,1704768.861,1128142.051,715692.5322,578225.9566,965690.0286,858352.5369,959313.7615,1555699.27,1073019.194,791129.407,852888.7566,1541782.504,1813504.935
A2ASS6_S9144___1,2396281.746,2915666.239,1980526.111,3565451.905,2563897.391,2999838.849,1843584.269,2441920.231,2396453.463,1975241.991,3483026.509,1948063.513,1993505.611,3109460.496,3223164.974,3671598.817
A2ASS6_S33875___1,596594.0202,902096.8378,1237287.167,1491793.577,692714.8681,908773.0913,268739.7318,651231.9097,713695.1531,838503.4545,1011772.498,787461.3006,630639.101,923106.2529,1417153.451,1030028.864
A2AWA9_S496___1,694053.2292,752902.5312,564777.6131,633312.9276,827350.3474,852611.8207,591526.2228,558176.3829,774037.7896,1056712.568,654115.6481,720878.5554,860931.039,851008.6099,519465.867,522837.7963
A2AWA9_S42___1,164957.5735,261987.4017,163898.2494,140592.3058,202835.4255,207178.7755,158471.0255,195928.4112,208846.9456,227262.1636,157220.8009,195615.8996,264771.2005,299311.5395,153309.4678,195725.016
A2AWP8_S138___1,125995.5715,117400.8489,120860.0589,148317.0207,123868.7016,121702.8715,119426.5209,119264.2465,98959.10508,109505.4139,115743.3992,120022.308,110377.9724,86290.2012,106588.2425,95785.33217
A2BH40_S697___1,6377.534798,7471.436198,5919.498535,7559.071108,5414.748235,7713.363357,5719.218251,6349.572963,7390.833161,6703.199126,5898.886596,6635.62354,8352.940952,6594.38147,5645.051234,7154.573782
A2BH40_S1756___1,227414.8807,212885.6331,145290.0156,169584.6454,186238.6558,232407.1931,180633.5528,134061.327,246309.1866,157751.8561,151815.766,194745.6576,226752.3782,183111.1391,149964.1908,163428.0825
A2CG49_S1771___1,334439.5995,339071.0738,720350.7594,506309.9724,596437.2911,374318.4473,501834.5447,495425.3908,495500.0659,299631.5009,480060.1225,523283.6965,585531.1263,414093.9263,336008.8135,318790.0224
A2RSJ4_S754___1,102224.5129,106657.9624,90059.79545,90993.17106,118308.7861,117266.0987,128513.1962,108364.2806,77924.07351,95607.25808,82816.29863,72669.07587,127445.7922,105577.5952,95589.61039,85461.56562
A2RSQ0_S178___1,161585.2909,208835.5899,194671.4603,181288.0093,226197.0228,209786.8053,223723.6739,186626.5744,160505.3504,152648.8596,166710.8221,104905.6539,223989.8749,154378.978,104907.4061,73434.53358
A3KGS3_S486___1,50987.15673,58251.2044,91900.69315,75983.24276,72116.94201,62646.888,76894.3006,68044.53053,68520.97089,98677.7943,88423.24519,73893.97836,82181.51214,67882.43242,71275.08452,82665.16847
A6H8H2_S971___1,170664.4536,246118.2112,175052.5806,169361.0281,169131.047,207027.954,169679.6092,166971.1878,195236.6971,171812.4049,156057.0194,156796.0964,141620.4791,195522.4791,146570.7522,123257.8283
A6H8H2_S1342___1,78448.69488,144955.7834,106076.1311,105505.5055,103131.1596,83499.73914,111773.993,95515.9669,70772.02456,90928.41956,85260.11902,76804.36581,99040.10554,96917.20415,65096.33624,45897.5367
A6H8H2_S1274___1,95303.8654,141343.3187,98886.02592,115578.7966,76716.55296,89505.65185,109549.2847,125564.5596,78374.61349,66147.60374,88476.42926,75608.27819,93051.54931,94312.87839,63191.16364,61078.77563
A6H8H2_S1321___1,105176.6374,152246.6218,177994.0607,148717.5768,106080.7264,85379.46192,142931.0272,150235.3563,88343.50676,60988.78473,154257.3552,134176.6174,81084.07908,78511.32238,101127.0982,68710.00307
A6H8H2_S1096___1,74556.8121,144461.6731,101137.3829,96415.27404,90384.21096,86781.00906,101477.3176,104462.4888,103191.1862,82045.99568,93615.62216,89562.08759,86859.86527,93011.82189,99856.82493,84698.58723
A6H8H2_S987___1,508967.8746,555310.365,505973.3341,510818.2102,479183.1496,521403.8151,498281.3399,620993.5065,447434.5108,357142.476,512588.9931,452667.2466,432571.096,393871.3833,473529.0482,314303.7253
A6X8Z5_S272___1,351181.3086,344892.0257,316084.8493,325784.9514,346248.8627,384617.7604,346896.5513,285629.2717,311281.154,487203.135,361118.4276,293538.3859,490027.7561,399495.3852,266265.5471,379853.1865
A6X8Z5_S464___1,87985.16096,93180.51528,73329.22494,71345.13954,95622.97131,104850.3517,75150.13994,56099.10602,87740.63967,107419.5348,64281.2214,63691.14178,96312.94271,98919.72333,59393.56964,75343.82619
A6X919_S22___1,637783.7722,647277.45,851545.865,744934.0237,708674.0364,659000.8419,917503.905,949451.8054,774665.9387,596781.9681,820157.4067,831971.2585,457353.9064,460546.7543,741651.4677,786440.0564
B1AY13_S2601___1,115014.7018,121563.2564,83130.70973,102483.4442,122460.0109,146844.6496,98956.41687,92042.08953,118558.7389,100696.5959,90534.97971,82948.1513,126539.6545,109165.4598,96488.24354,78728.32361
B1AY13_S2074___1,143695.4758,143297.9727,126000.1548,129224.8703,153276.781,166870.8952,120854.6655,147389.0191,163813.6007,130019.3712,120928.8034,121334.8261,158171.4457,148688.0586,153310.3918,124184.0082
B1AY13_S2558___1,1133214.594,1245046.95,1231005.592,1251725.299,1327533.919,1534731.718,1249065.431,1106626.446,1371000.139,1527748.069,1220111.329,1161427.305,1355468.646,1297747.127,946681.0116,983221.2075
B1AY13_S2044___1,84780.34741,96095.13568,82743.5862,86571.78165,93636.31104,111444.0603,97922.17323,109066.2659,83683.58233,99012.72714,97632.17134,91483.65887,106152.2697,103690.6304,91828.07133,98130.30895
B1AZP2_S973___1,81087.11294,84819.24913,70575.16238,66580.80634,77934.09846,93829.60551,66372.64953,56961.44549,103262.412,106886.1383,81002.51089,65410.80739,96003.86089,96497.89986,55312.73974,53249.19939
B2RQC6_S1859___1,113928.2692,145185.619,131987.567,134673.5965,117247.6724,135995.6714,138796.5903,140287.4198,168664.2931,156881.3329,216204.3806,200126.8964,190556.1626,182367.2538,166795.6884,225343.8397
B2RQE8_S553___1,189993.8279,257831.181,187307.4464,193783.1227,226404.5987,275461.4341,180574.5222,228306.2672,250467.7257,342600.7666,188057.4869,191360.4371,301514.5346,238816.8516,174738.6691,167387.5987
B2RR83_S1105___1,12975.18263,14599.15842,14987.91281,13693.55664,13023.00838,16199.06671,17259.52828,20337.66444,11067.39856,14129.96891,19421.96265,18825.64063,12738.24566,18821.49167,18381.99729,18349.27257
B2RX12_S903___1,111017.6383,129671.5592,119296.744,170159.9207,135507.6194,122167.6466,147500.197,142032.3187,91781.57459,78408.40127,141853.3506,114564.8352,87321.92706,96784.49662,115957.0828,166595.0085
B2RXS4_S1248___1,48608.1628,22883.52869,36764.15753,37073.01009,36503.31117,65638.4357,33380.51109,51228.70496,39441.39523,38615.86897,68126.2157,69264.58813,35907.95443,41455.46638,41129.30183,43747.03979
B2RXS4_S1574___1,49574.94304,46266.3647,50991.62049,57878.14174,51812.3526,45736.8345,58376.98959,56793.54444,51173.35858,46846.87861,58828.13125,53410.90699,52031.0472,49133.91808,50892.54092,52014.3886
B2RY56_S698___1,1691019.355,1986868.176,1642445.428,1721263.903,2348414.163,2110290.324,1496980.578,1415324.594,1930217.637,2806673.715,1250198.425,1369487.127,2266449.73,2102233.304,1634947.063,1898600.273
B2RY56_S672___1,38679.84233,51443.95844,32569.71382,29973.23754,41341.03575,44865.96946,30907.2227,41216.97443,39327.11114,41336.46504,27813.43668,27202.41698,44465.83617,56491.24032,40541.56515,44580.86822
B2RY56_S578___1,79693.24043,104154.7189,64791.76392,80861.72168,101156.0564,111242.3808,152247.2699,82085.42171,111719.0966,149950.4627,62538.36328,71672.19069,141213.3844,130621.6288,80417.59492,109179.4158
